Entity,Code,Year,Research and development expenditure (% of GDP)
Germany,DEU,2010,2.73024
Germany,DEU,2011,2.80555
Germany,DEU,2012,2.88166
Germany,DEU,2013,2.83599
Germany,DEU,2014,2.87784
Germany,DEU,2015,2.93379
Germany,DEU,2016,2.94039
Germany,DEU,2017,3.0471
Germany,DEU,2018,3.11011
Germany,DEU,2019,3.16779
Germany,DEU,2020,3.12979
Germany,DEU,2021,3.14246
Ghana,GHA,2007,0.23157
Ghana,GHA,2010,0.37655
Greece,GRC,1997,0.4291
Greece,GRC,1999,0.56823
Greece,GRC,2001,0.55948
Greece,GRC,2003,0.54654
Greece,GRC,2004,0.5273
Greece,GRC,2005,0.57896
Greece,GRC,2006,0.56118
Greece,GRC,2007,0.57655
Greece,GRC,2008,0.66183
Greece,GRC,2009,0.62557
Greece,GRC,2010,0.60347
Greece,GRC,2011,0.68426
Greece,GRC,2012,0.71005
Greece,GRC,2013,0.81478
Greece,GRC,2014,0.83998
Greece,GRC,2015,0.96605
Greece,GRC,2016,1.00529
Greece,GRC,2017,1.15228
Greece,GRC,2018,1.21371
Greece,GRC,2019,1.27496
Greece,GRC,2020,1.50793
Greece,GRC,2021,1.45642
Greenland,GRL,2001,0.52741
Greenland,GRL,2002,0.55628
Greenland,GRL,2003,0.50804
Greenland,GRL,2004,0.64608
Guam,GUM,2003,0.2657
Guam,GUM,2004,0.25518
Guam,GUM,2005,0.2561
Guatemala,GTM,2005,0.03556
Guatemala,GTM,2006,0.0501
Guatemala,GTM,2007,0.06782
Guatemala,GTM,2008,0.0629
Guatemala,GTM,2009,0.0562
Guatemala,GTM,2010,0.04421
Guatemala,GTM,2011,0.04894
Guatemala,GTM,2012,0.04543
Guatemala,GTM,2013,0.03916
Guatemala,GTM,2014,0.02949
Guatemala,GTM,2015,0.03064
Guatemala,GTM,2016,0.02311
Guatemala,GTM,2017,0.02955
Guatemala,GTM,2018,0.02938
Guatemala,GTM,2019,0.02642
Guatemala,GTM,2020,0.04888
Guatemala,GTM,2021,0.05863
High-income countries,,1996,2.1476517
High-income countries,,1997,2.1755164
High-income countries,,1998,2.1761568
High-income countries,,1999,2.2450235
High-income countries,,2000,2.3063383
High-income countries,,2001,2.338736
High-income countries,,2002,2.2795541
High-income countries,,2003,2.2508671
High-income countries,,2004,2.2004287
High-income countries,,2005,2.2140708
High-income countries,,2006,2.2413318
High-income countries,,2007,2.2422311
High-income countries,,2008,2.3180249
High-income countries,,2009,2.3856697
High-income countries,,2010,2.3664103
High-income countries,,2011,2.372975
High-income countries,,2012,2.3976214
High-income countries,,2013,2.3941617
High-income countries,,2014,2.4880345
High-income countries,,2015,2.5033176
High-income countries,,2016,2.5607874
High-income countries,,2017,2.5981343
High-income countries,,2018,2.6799395
High-income countries,,2019,2.7592847
High-income countries,,2020,2.9486542
High-income countries,,2021,2.9381058
Honduras,HND,2000,0.04453
Honduras,HND,2001,0.03834
Honduras,HND,2002,0.04181
Honduras,HND,2003,0.04215
Honduras,HND,2004,0.04155
Honduras,HND,2015,0.01497
Honduras,HND,2017,0.03994
Honduras,HND,2018,0.06394
Honduras,HND,2019,0.05948
Hong Kong,HKG,1998,0.4283
Hong Kong,HKG,1999,0.45767
Hong Kong,HKG,2000,0.46493
Hong Kong,HKG,2001,0.53645
Hong Kong,HKG,2002,0.58147
Hong Kong,HKG,2003,0.68027
Hong Kong,HKG,2004,0.72176
Hong Kong,HKG,2005,0.77343
Hong Kong,HKG,2006,0.79468
Hong Kong,HKG,2007,0.75161
Hong Kong,HKG,2008,0.71996
Hong Kong,HKG,2009,0.77342
Hong Kong,HKG,2010,0.74946
Hong Kong,HKG,2011,0.72086
Hong Kong,HKG,2012,0.72733
Hong Kong,HKG,2013,0.73017
Hong Kong,HKG,2014,0.74014
Hong Kong,HKG,2015,0.76183
Hong Kong,HKG,2016,0.7915
Hong Kong,HKG,2017,0.83519
Hong Kong,HKG,2018,0.8633
Hong Kong,HKG,2019,0.92557
Hong Kong,HKG,2020,0.99236
Hong Kong,HKG,2021,0.97038
Hungary,HUN,1996,0.63027
Hungary,HUN,1997,0.69895
Hungary,HUN,1998,0.65711
Hungary,HUN,1999,0.67186
Hungary,HUN,2000,0.79096
Hungary,HUN,2001,0.9131
Hungary,HUN,2002,0.98355
Hungary,HUN,2003,0.91883
Hungary,HUN,2004,0.8599
Hungary,HUN,2005,0.91951
Hungary,HUN,2006,0.9774
Hungary,HUN,2007,0.95445
Hungary,HUN,2008,0.97757
Hungary,HUN,2009,1.12802
Hungary,HUN,2010,1.12865
Hungary,HUN,2011,1.17925
Hungary,HUN,2012,1.25423
Hungary,HUN,2013,1.3841
Hungary,HUN,2014,1.3446
Hungary,HUN,2015,1.33959
Hungary,HUN,2016,1.17987
Hungary,HUN,2017,1.31702
Hungary,HUN,2018,1.50775
Hungary,HUN,2019,1.47291
Hungary,HUN,2020,1.59315
Hungary,HUN,2021,1.6423
Iceland,ISL,1997,1.79808
Iceland,ISL,1998,1.95099
Iceland,ISL,1999,2.23506
Iceland,ISL,2000,2.57201
Iceland,ISL,2001,2.83989
Iceland,ISL,2002,2.8212
Iceland,ISL,2003,2.7055
Iceland,ISL,2005,2.67969
Iceland,ISL,2006,2.85266
Iceland,ISL,2007,2.53294
Iceland,ISL,2008,2.46414
Iceland,ISL,2009,2.59713
Iceland,ISL,2011,2.40367
Iceland,ISL,2013,1.69238
Iceland,ISL,2014,1.93616
Iceland,ISL,2015,2.18132
Iceland,ISL,2016,2.11011
Iceland,ISL,2017,2.08413
Iceland,ISL,2018,2.00081
Iceland,ISL,2019,2.34165
Iceland,ISL,2020,2.49069
Iceland,ISL,2021,2.80542
India,IND,1996,0.63905
India,IND,1997,0.68669
India,IND,1998,0.70379
India,IND,1999,0.72413
India,IND,2000,0.75699
India,IND,2001,0.73591
India,IND,2002,0.72567
India,IND,2003,0.71929
India,IND,2004,0.7569
India,IND,2005,0.82411
India,IND,2006,0.80473
India,IND,2007,0.80507
India,IND,2008,0.85876
India,IND,2009,0.83314
India,IND,2010,0.78849
India,IND,2011,0.75502
India,IND,2012,0.74399
India,IND,2013,0.70642
India,IND,2014,0.70159
India,IND,2015,0.6931
India,IND,2016,0.66984
India,IND,2017,0.66603
India,IND,2018,0.66001
India,IND,2019,0.65942
India,IND,2020,0.64636
Indonesia,IDN,2000,0.06769
Indonesia,IDN,2001,0.04756
Indonesia,IDN,2009,0.08332
Indonesia,IDN,2013,0.0847
Indonesia,IDN,2016,0.24535
Indonesia,IDN,2017,0.23805
Indonesia,IDN,2018,0.22632
Indonesia,IDN,2019,0.27129
Indonesia,IDN,2020,0.28068
Iran,IRN,2001,0.50218
Iran,IRN,2002,0.49558
Iran,IRN,2003,0.59484
Iran,IRN,2004,0.50453
Iran,IRN,2005,0.62284
Iran,IRN,2006,0.55921
Iran,IRN,2008,0.64647
Iran,IRN,2009,0.27258
Iran,IRN,2010,0.26442
Iran,IRN,2012,0.29435
Iran,IRN,2013,0.23601
Iran,IRN,2015,0.39383
Iran,IRN,2017,0.75983
Iran,IRN,2019,0.78829
Iraq,IRQ,2007,0.04554
Iraq,IRQ,2008,0.03435
Iraq,IRQ,2009,0.04562
Iraq,IRQ,2010,0.03684
Iraq,IRQ,2011,0.03476
Iraq,IRQ,2014,0.03835
Iraq,IRQ,2015,0.04017
Iraq,IRQ,2016,0.03737
Iraq,IRQ,2017,0.04596
Iraq,IRQ,2018,0.04279
Iraq,IRQ,2019,0.03266
Iraq,IRQ,2020,0.04053
Iraq,IRQ,2021,0.04109
Ireland,IRL,1996,1.27156
Ireland,IRL,1997,1.24271
Ireland,IRL,1998,1.20801
Ireland,IRL,1999,1.15141
Ireland,IRL,2000,1.08383
Ireland,IRL,2001,1.05194
Ireland,IRL,2002,1.05575
Ireland,IRL,2003,1.12435
Ireland,IRL,2004,1.17778
Ireland,IRL,2005,1.19197
Ireland,IRL,2006,1.19887
Ireland,IRL,2007,1.23408
Ireland,IRL,2008,1.39126
Ireland,IRL,2009,1.61371
Ireland,IRL,2010,1.59477
Ireland,IRL,2011,1.55262
Ireland,IRL,2012,1.55675
Ireland,IRL,2013,1.56758
Ireland,IRL,2014,1.52098
Ireland,IRL,2015,1.18212
Ireland,IRL,2016,1.17507
Ireland,IRL,2017,1.25187
Ireland,IRL,2018,1.1672
Ireland,IRL,2019,1.22527
Ireland,IRL,2020,1.23252
Ireland,IRL,2021,1.13093
Israel,ISR,1996,2.48851
Israel,ISR,1997,2.70895
Israel,ISR,1998,2.8187
Israel,ISR,1999,3.22512
Israel,ISR,2000,3.82652
Israel,ISR,2001,4.0644
Israel,ISR,2002,4.00064
Israel,ISR,2003,3.76454
Israel,ISR,2004,3.74903
Israel,ISR,2005,3.92282
Israel,ISR,2006,4.01998
Israel,ISR,2007,4.29998
Israel,ISR,2008,4.25512
Israel,ISR,2009,4.04516
Israel,ISR,2010,3.86329
Israel,ISR,2011,3.93521
Israel,ISR,2012,4.08052
Israel,ISR,2013,4.02599
Israel,ISR,2014,4.11061
Israel,ISR,2015,4.21463
Israel,ISR,2016,4.47174
Israel,ISR,2017,4.62415
Israel,ISR,2018,4.77613
Israel,ISR,2019,5.21564
Israel,ISR,2020,5.70555
Israel,ISR,2021,5.55675
Italy,ITA,1996,0.9459
Italy,ITA,1997,0.98769
Italy,ITA,1998,1.00487
Italy,ITA,1999,0.98065
Italy,ITA,2000,1.00364
Italy,ITA,2001,1.0407
Italy,ITA,2002,1.08124
Italy,ITA,2003,1.05894
Italy,ITA,2004,1.05025
Italy,ITA,2005,1.04435
Italy,ITA,2006,1.08401
Italy,ITA,2007,1.12899
Italy,ITA,2008,1.15972
Italy,ITA,2009,1.21787
Italy,ITA,2010,1.21797
Italy,ITA,2011,1.20155
Italy,ITA,2012,1.26219
Italy,ITA,2013,1.30107
Italy,ITA,2014,1.3384
Italy,ITA,2015,1.3385
Italy,ITA,2016,1.36642
Italy,ITA,2017,1.37013
Italy,ITA,2018,1.42443
Italy,ITA,2019,1.46159
Italy,ITA,2020,1.5068
Italy,ITA,2021,1.45392
Jamaica,JAM,2001,0.0491
Jamaica,JAM,2002,0.06096
Japan,JPN,1996,2.64303
Japan,JPN,1997,2.72177
Japan,JPN,1998,2.82745
Japan,JPN,1999,2.84672
Japan,JPN,2000,2.85841
Japan,JPN,2001,2.92348
Japan,JPN,2002,2.96514
Japan,JPN,2003,2.9932
Japan,JPN,2004,2.98125
Japan,JPN,2005,3.13092
Japan,JPN,2006,3.22766
Japan,JPN,2007,3.29257
Japan,JPN,2008,3.29224
Japan,JPN,2009,3.1959
Japan,JPN,2010,3.10495
Japan,JPN,2011,3.20537
Japan,JPN,2012,3.17371
Japan,JPN,2013,3.27896
Japan,JPN,2014,3.36788
Japan,JPN,2015,3.24071
Japan,JPN,2016,3.10666
Japan,JPN,2017,3.16636
Japan,JPN,2018,3.2192
Japan,JPN,2019,3.21824
Japan,JPN,2020,3.26897
Japan,JPN,2021,3.29581
Jordan,JOR,2002,0.33689
Jordan,JOR,2008,0.42154
Jordan,JOR,2016,0.69547
Kazakhstan,KAZ,1997,0.29337
Kazakhstan,KAZ,1998,0.22039
Kazakhstan,KAZ,1999,0.18383
Kazakhstan,KAZ,2000,0.18104
Kazakhstan,KAZ,2001,0.22009
Kazakhstan,KAZ,2002,0.25509
Kazakhstan,KAZ,2003,0.25246
Kazakhstan,KAZ,2004,0.24837
Kazakhstan,KAZ,2005,0.28361
Kazakhstan,KAZ,2006,0.24281
Kazakhstan,KAZ,2007,0.20884
Kazakhstan,KAZ,2008,0.21654
Kazakhstan,KAZ,2009,0.22924
Kazakhstan,KAZ,2010,0.15341
Kazakhstan,KAZ,2011,0.15349
Kazakhstan,KAZ,2012,0.16525
Kazakhstan,KAZ,2013,0.17132
Kazakhstan,KAZ,2014,0.16722
Kazakhstan,KAZ,2015,0.16951
Kazakhstan,KAZ,2016,0.14179
Kazakhstan,KAZ,2017,0.12667
Kazakhstan,KAZ,2018,0.11683
Kazakhstan,KAZ,2019,0.11841
Kazakhstan,KAZ,2020,0.12602
Kazakhstan,KAZ,2021,0.13023
Kenya,KEN,2007,0.35521
Kenya,KEN,2010,0.69222
Kuwait,KWT,1997,0.20538
Kuwait,KWT,1998,0.25796
Kuwait,KWT,1999,0.19763
Kuwait,KWT,2000,0.12542
Kuwait,KWT,2001,0.17884
Kuwait,KWT,2002,0.18001
Kuwait,KWT,2003,0.14347
Kuwait,KWT,2004,0.1301
Kuwait,KWT,2005,0.10083
Kuwait,KWT,2006,0.08479
Kuwait,KWT,2007,0.08585
Kuwait,KWT,2008,0.08551
Kuwait,KWT,2009,0.11213
Kuwait,KWT,2010,0.1014
Kuwait,KWT,2011,0.09896
Kuwait,KWT,2012,0.09721
Kuwait,KWT,2013,0.30153
Kuwait,KWT,2014,0.42705
Kuwait,KWT,2015,0.0966
Kuwait,KWT,2016,0.07985
Kuwait,KWT,2017,0.0804
Kuwait,KWT,2018,0.06349
Kuwait,KWT,2019,0.19146
Kuwait,KWT,2020,0.18661
Kyrgyzstan,KGZ,1997,0.1939
Kyrgyzstan,KGZ,1998,0.21064
Kyrgyzstan,KGZ,1999,0.17992
Kyrgyzstan,KGZ,2000,0.15637
Kyrgyzstan,KGZ,2001,0.17189
Kyrgyzstan,KGZ,2002,0.1981
Kyrgyzstan,KGZ,2003,0.22272
Kyrgyzstan,KGZ,2004,0.19926
Kyrgyzstan,KGZ,2005,0.19861
Kyrgyzstan,KGZ,2006,0.23014
Kyrgyzstan,KGZ,2007,0.23425
Kyrgyzstan,KGZ,2008,0.19017
Kyrgyzstan,KGZ,2009,0.15997
Kyrgyzstan,KGZ,2010,0.15547
Kyrgyzstan,KGZ,2011,0.15633
Kyrgyzstan,KGZ,2012,0.1661
Kyrgyzstan,KGZ,2013,0.14914
Kyrgyzstan,KGZ,2014,0.12536
Kyrgyzstan,KGZ,2015,0.11903
Kyrgyzstan,KGZ,2016,0.11121
Kyrgyzstan,KGZ,2017,0.10707
Kyrgyzstan,KGZ,2018,0.10107
Kyrgyzstan,KGZ,2019,0.09016
Kyrgyzstan,KGZ,2020,0.08881
Kyrgyzstan,KGZ,2021,0.07515
Laos,LAO,2002,0.0371
Latin America and Caribbean (WB),,2000,0.56304336
Latin America and Caribbean (WB),,2001,0.5375307
Latin America and Caribbean (WB),,2002,0.52301574
Latin America and Caribbean (WB),,2003,0.5589802
Latin America and Caribbean (WB),,2004,0.56338376
Latin America and Caribbean (WB),,2005,0.5890731
Latin America and Caribbean (WB),,2006,0.5876614
Latin America and Caribbean (WB),,2007,0.6244259
Latin America and Caribbean (WB),,2008,0.67137295
Latin America and Caribbean (WB),,2009,0.6969009
Latin America and Caribbean (WB),,2010,0.737344
Latin America and Caribbean (WB),,2011,0.711854
Latin America and Caribbean (WB),,2012,0.68370086
Latin America and Caribbean (WB),,2013,0.70968276
Latin America and Caribbean (WB),,2014,0.73912615
Latin America and Caribbean (WB),,2015,0.76477385
Latin America and Caribbean (WB),,2016,0.72593975
Latin America and Caribbean (WB),,2017,0.65471566
Latin America and Caribbean (WB),,2018,0.6474488
Latin America and Caribbean (WB),,2019,0.6544417
Latin America and Caribbean (WB),,2020,0.6163068
Latvia,LVA,1996,0.39689
Latvia,LVA,1997,0.36627
Latvia,LVA,1998,0.37922
Latvia,LVA,1999,0.35183
Latvia,LVA,2000,0.43483
Latvia,LVA,2001,0.40263
Latvia,LVA,2002,0.40843
Latvia,LVA,2003,0.3593
Latvia,LVA,2004,0.3984
Latvia,LVA,2005,0.52707
Latvia,LVA,2006,0.64691
Latvia,LVA,2007,0.55107
Latvia,LVA,2008,0.5772
Latvia,LVA,2009,0.44858
Latvia,LVA,2010,0.60571
Latvia,LVA,2011,0.71562
Latvia,LVA,2012,0.66307
Latvia,LVA,2013,0.61321
Latvia,LVA,2014,0.68908
Latvia,LVA,2015,0.6194
Latvia,LVA,2016,0.43514
Latvia,LVA,2017,0.51104
Latvia,LVA,2018,0.63869
Latvia,LVA,2019,0.63627
Latvia,LVA,2020,0.72991
Latvia,LVA,2021,0.74092
Lesotho,LSO,2002,0.04185
Lesotho,LSO,2003,0.04295
Lesotho,LSO,2004,0.05532
Lesotho,LSO,2009,0.0291
Lesotho,LSO,2011,0.01255
Lesotho,LSO,2015,0.05101
Lithuania,LTU,1996,0.4917
Lithuania,LTU,1997,0.53667
Lithuania,LTU,1998,0.54381
Lithuania,LTU,1999,0.50206
Lithuania,LTU,2000,0.58553
Lithuania,LTU,2001,0.66762
Lithuania,LTU,2002,0.65755
Lithuania,LTU,2003,0.66413
Lithuania,LTU,2004,0.7514
Lithuania,LTU,2005,0.74821
Lithuania,LTU,2006,0.79204
Lithuania,LTU,2007,0.80174
Lithuania,LTU,2008,0.78932
Lithuania,LTU,2009,0.83084
Lithuania,LTU,2010,0.7833
Lithuania,LTU,2011,0.90269
Lithuania,LTU,2012,0.89304
Lithuania,LTU,2013,0.94872
Lithuania,LTU,2014,1.03011
Lithuania,LTU,2015,1.04341
Lithuania,LTU,2016,0.84241
Lithuania,LTU,2017,0.89626
Lithuania,LTU,2018,0.93662
Lithuania,LTU,2019,0.99353
Lithuania,LTU,2020,1.13361
Lithuania,LTU,2021,1.11075
Lower-middle-income countries,,2002,0.5337259
Lower-middle-income countries,,2005,0.62761927
Lower-middle-income countries,,2007,0.6008802
Lower-middle-income countries,,2009,0.6116482
Lower-middle-income countries,,2013,0.5191986
Lower-middle-income countries,,2015,0.53384453
Lower-middle-income countries,,2017,0.5828241
Luxembourg,LUX,2000,1.58314
Luxembourg,LUX,2003,1.6235
Luxembourg,LUX,2004,1.58819
Luxembourg,LUX,2005,1.55873
Luxembourg,LUX,2006,1.64886
Luxembourg,LUX,2007,1.57165
Luxembourg,LUX,2008,1.54663
Luxembourg,LUX,2009,1.58839
Luxembourg,LUX,2010,1.42373
Luxembourg,LUX,2011,1.42453
Luxembourg,LUX,2012,1.20664
Luxembourg,LUX,2013,1.23381
Luxembourg,LUX,2014,1.217
Luxembourg,LUX,2015,1.25226
Luxembourg,LUX,2016,1.2669
Luxembourg,LUX,2017,1.23898
Luxembourg,LUX,2018,1.1718
Luxembourg,LUX,2019,1.18287
Luxembourg,LUX,2020,1.0915
Luxembourg,LUX,2021,1.04215
Macao,MAC,2001,0.06224
Macao,MAC,2002,0.06957
Macao,MAC,2003,0.06244
Macao,MAC,2004,0.05344
Macao,MAC,2005,0.0876
Macao,MAC,2006,0.0829
Macao,MAC,2007,0.05684
Macao,MAC,2008,0.10106
Macao,MAC,2009,0.05407
Macao,MAC,2010,0.05012
Macao,MAC,2011,0.04427
Macao,MAC,2012,0.04789
Macao,MAC,2013,0.05117
Macao,MAC,2014,0.08776
Macao,MAC,2015,0.13649
Macao,MAC,2016,0.23492
Macao,MAC,2017,0.1719
Macao,MAC,2018,0.20079
Macao,MAC,2019,0.24666
Macao,MAC,2020,0.4512
Macao,MAC,2021,0.38366
Madagascar,MDG,1997,0.18325
Madagascar,MDG,1998,0.0938
Madagascar,MDG,1999,0.08342
Madagascar,MDG,2000,0.10032
Madagascar,MDG,2001,0.18175
Madagascar,MDG,2002,0.20173
Madagascar,MDG,2003,0.2907
Madagascar,MDG,2004,0.1926
Madagascar,MDG,2005,0.15096
Madagascar,MDG,2006,0.14119
Madagascar,MDG,2007,0.12091
Madagascar,MDG,2008,0.11764
Madagascar,MDG,2009,0.13054
Madagascar,MDG,2010,0.09903
Madagascar,MDG,2011,0.09067
Madagascar,MDG,2014,0.01321
Madagascar,MDG,2016,0.01264
Madagascar,MDG,2017,0.01275
Malaysia,MYS,1996,0.21645
Malaysia,MYS,1998,0.39789
Malaysia,MYS,2000,0.46899
Malaysia,MYS,2002,0.65254
Malaysia,MYS,2004,0.5999
Malaysia,MYS,2006,0.61106
Malaysia,MYS,2008,0.78847
Malaysia,MYS,2009,1.01001
Malaysia,MYS,2010,1.03608
Malaysia,MYS,2011,1.03342
Malaysia,MYS,2012,1.09269
Malaysia,MYS,2014,1.26275
Malaysia,MYS,2015,1.27945
Malaysia,MYS,2016,1.41517
Malaysia,MYS,2018,1.04026
Malaysia,MYS,2020,0.95088
Mali,MLI,2007,0.21855
Mali,MLI,2010,0.5836
Mali,MLI,2015,0.31462
Mali,MLI,2017,0.29198
Mali,MLI,2019,0.15768
Mali,MLI,2021,0.17385
Malta,MLT,2002,0.23831
Malta,MLT,2003,0.23566
Malta,MLT,2004,0.48823
Malta,MLT,2005,0.52893
Malta,MLT,2006,0.57844
Malta,MLT,2007,0.54539
Malta,MLT,2008,0.52667
Malta,MLT,2009,0.5074
Malta,MLT,2010,0.58741
Malta,MLT,2011,0.66506
Malta,MLT,2012,0.80432
Malta,MLT,2013,0.74336
Malta,MLT,2014,0.69179
Malta,MLT,2015,0.71515
Malta,MLT,2016,0.55689
Malta,MLT,2017,0.55212
Malta,MLT,2018,0.57609
Malta,MLT,2019,0.56427
Malta,MLT,2020,0.65441
Malta,MLT,2021,0.66603
Mauritania,MRT,2018,0.01019
Mauritius,MUS,1997,0.27899
Mauritius,MUS,1998,0.26178
Mauritius,MUS,1999,0.31008
Mauritius,MUS,2000,0.28402
Mauritius,MUS,2001,0.36257
Mauritius,MUS,2002,0.36805
Mauritius,MUS,2003,0.32604
Mauritius,MUS,2004,0.36818
Mauritius,MUS,2005,0.36053
Mauritius,MUS,2012,0.17773
Mauritius,MUS,2017,0.35423
Mauritius,MUS,2018,0.33387
Mauritius,MUS,2019,0.35699
Mauritius,MUS,2020,0.40324
Mauritius,MUS,2021,0.36809
Mexico,MEX,1996,0.25067
Mexico,MEX,1997,0.2762
Mexico,MEX,1998,0.30196
Mexico,MEX,1999,0.3441
Mexico,MEX,2000,0.30613
Mexico,MEX,2001,0.32418
Mexico,MEX,2002,0.3543
Mexico,MEX,2003,0.39314
Mexico,MEX,2004,0.38816
Mexico,MEX,2005,0.39844
Mexico,MEX,2006,0.36922
Mexico,MEX,2007,0.39833
Mexico,MEX,2008,0.44387
Mexico,MEX,2009,0.47954
Mexico,MEX,2010,0.49485
Mexico,MEX,2011,0.47129
Mexico,MEX,2012,0.42096
Mexico,MEX,2013,0.42503
Mexico,MEX,2014,0.4353
Mexico,MEX,2015,0.42943
Mexico,MEX,2016,0.38778
Mexico,MEX,2017,0.32832
Mexico,MEX,2018,0.30711
Mexico,MEX,2019,0.28394
Mexico,MEX,2020,0.29638
Middle East and North Africa (WB),,2012,0.9077126
Middle East and North Africa (WB),,2020,1.6186168
Middle East and North Africa (WB),,2021,1.587599
Middle-income countries,,2000,0.6418179
Middle-income countries,,2001,0.67050034
Middle-income countries,,2002,0.7236102
Middle-income countries,,2003,0.7777984
Middle-income countries,,2004,0.8064364
Middle-income countries,,2005,0.8445085
Middle-income countries,,2006,0.88221496
Middle-income countries,,2007,0.89795095
Middle-income countries,,2008,0.96840215
Middle-income countries,,2009,1.0486621
Middle-income countries,,2010,1.1193789
Middle-income countries,,2011,1.1232461
Middle-income countries,,2012,1.2236937
Middle-income countries,,2013,1.1975098
Middle-income countries,,2014,1.3388621
Middle-income countries,,2015,1.3594995
Middle-income countries,,2016,1.3970202
Middle-income countries,,2017,1.3518809
Middle-income countries,,2018,1.4203056
Middle-income countries,,2019,1.4736065
Middle-income countries,,2020,1.6375947
Moldova,MDA,1996,0.87296
Moldova,MDA,1997,0.80679
Moldova,MDA,2003,0.32405
Moldova,MDA,2004,0.34903
Moldova,MDA,2005,0.39865
Moldova,MDA,2006,0.40622
Moldova,MDA,2007,0.54557
Moldova,MDA,2008,0.53463
Moldova,MDA,2009,0.52557
Moldova,MDA,2010,0.3665
Moldova,MDA,2011,0.33764
Moldova,MDA,2012,0.34907
Moldova,MDA,2013,0.29783
Moldova,MDA,2014,0.31463
Moldova,MDA,2015,0.30735
Moldova,MDA,2016,0.28004
Moldova,MDA,2017,0.25789
Moldova,MDA,2018,0.25626
Moldova,MDA,2019,0.24145
Moldova,MDA,2020,0.23511
Moldova,MDA,2021,0.23154
Monaco,MCO,2004,0.03719
Monaco,MCO,2005,0.03821
Mongolia,MNG,1997,0.16786
Mongolia,MNG,1998,0.16643
Mongolia,MNG,1999,0.15016
Mongolia,MNG,2000,0.18757
Mongolia,MNG,2001,0.26749
Mongolia,MNG,2002,0.25173
Mongolia,MNG,2003,0.2518
Mongolia,MNG,2004,0.26777
Mongolia,MNG,2005,0.23776
Mongolia,MNG,2006,0.19121
Mongolia,MNG,2007,0.23827
Mongolia,MNG,2008,0.33667
Mongolia,MNG,2009,0.30478
Mongolia,MNG,2010,0.24438
Mongolia,MNG,2011,0.23054
Mongolia,MNG,2012,0.23913
Mongolia,MNG,2013,0.23246
Mongolia,MNG,2014,0.2234
Mongolia,MNG,2015,0.1564
Mongolia,MNG,2016,0.18345
Mongolia,MNG,2017,0.1342
Mongolia,MNG,2018,0.10161
Mongolia,MNG,2019,0.0927
Mongolia,MNG,2020,0.13301
Montenegro,MNE,2003,0.79772
Montenegro,MNE,2004,1.01874
Montenegro,MNE,2005,0.92443
Montenegro,MNE,2006,1.22991
Montenegro,MNE,2007,1.14521
Montenegro,MNE,2011,0.31485
Montenegro,MNE,2013,0.37431
Montenegro,MNE,2014,0.3632
Montenegro,MNE,2015,0.374
Montenegro,MNE,2016,0.32454
Montenegro,MNE,2017,0.34898
Montenegro,MNE,2018,0.50374
Montenegro,MNE,2019,0.36328
Morocco,MAR,1998,0.24582
Morocco,MAR,2001,0.5463
Morocco,MAR,2002,0.47179
Morocco,MAR,2003,0.56588
Morocco,MAR,2006,0.54987
Morocco,MAR,2010,0.66036
Mozambique,MOZ,2002,0.37314
Mozambique,MOZ,2006,0.41213
Mozambique,MOZ,2008,0.14001
Mozambique,MOZ,2010,0.38635
Mozambique,MOZ,2015,0.31312
Myanmar,MMR,1997,0.0701
Myanmar,MMR,1998,0.0403
Myanmar,MMR,1999,0.05079
Myanmar,MMR,2000,0.1217
Myanmar,MMR,2001,0.0831
Myanmar,MMR,2002,0.19887
Myanmar,MMR,2017,0.03484
Myanmar,MMR,2018,0.06354
Myanmar,MMR,2019,0.08926
Myanmar,MMR,2020,0.14897
Myanmar,MMR,2021,0.14506
Namibia,NAM,2010,0.13963
Namibia,NAM,2014,0.34986
Nepal,NPL,2008,0.05439
Nepal,NPL,2009,0.25924
Nepal,NPL,2010,0.3022
Netherlands,NLD,1996,1.84093
Netherlands,NLD,1997,1.84477
Netherlands,NLD,1998,1.74206
Netherlands,NLD,1999,1.82282
Netherlands,NLD,2000,1.7898
Netherlands,NLD,2001,1.79609
Netherlands,NLD,2002,1.74543
Netherlands,NLD,2003,1.7839
Netherlands,NLD,2004,1.78901
Netherlands,NLD,2005,1.77388
Netherlands,NLD,2006,1.74067
Netherlands,NLD,2007,1.6703
Netherlands,NLD,2008,1.62269
Netherlands,NLD,2009,1.6657
Netherlands,NLD,2010,1.70404
Netherlands,NLD,2011,1.88131
Netherlands,NLD,2012,1.91627
Netherlands,NLD,2013,2.15606
Netherlands,NLD,2014,2.1733
Netherlands,NLD,2015,2.14606
Netherlands,NLD,2016,2.15081
Netherlands,NLD,2017,2.17857
Netherlands,NLD,2018,2.1388
Netherlands,NLD,2019,2.18435
Netherlands,NLD,2020,2.32182
Netherlands,NLD,2021,2.30886
New Zealand,NZL,1997,1.05649
New Zealand,NZL,1999,0.96387
New Zealand,NZL,2001,1.10029
New Zealand,NZL,2003,1.14891
New Zealand,NZL,2005,1.12043
New Zealand,NZL,2007,1.15764
New Zealand,NZL,2009,1.25214
New Zealand,NZL,2011,1.23225
New Zealand,NZL,2013,1.15339
New Zealand,NZL,2015,1.22817
New Zealand,NZL,2017,1.34912
New Zealand,NZL,2019,1.40641
New Zealand,NZL,2021,1.45475
Nicaragua,NIC,1997,0.0651
